institute_num,semester,course_name,studyyear,course_name_tomatch,matched_name,matched_name_full,matched_id,matched_dist
2300,B5-5f16,Eu`S Politiske Økonomi,16/17,Eu`S Politiske Økonomi, EU's politiske økonomi, SOMMER16: EU's politiske økonomi,ASTK15665U ,2
2300,F17,Chinese Foreign Policy,16/17,Chinese Foreign Policy, Chinese Foreign Policy, COURSE: Chinese Foreign Policy,ASTK15478U ,1
2300,F17,I Slotsholmens Maskinrum: Økonomiske Perspektiver På Policy-Design I Den Danske Velfærdsstat.,16/17, Økonomiske Perspektiver På Policy-Design I Den Danske Velfærdsstat., Økonomiske perspektiver på policy-design i den danske velfærdsstat., UDBUD: I Slotsholmens maskinrum: Økonomiske perspektiver på policy-design i den danske velfærdsstat.,ASTK15690U ,0
2300,F17,Organizational Management And Leadership.,16/17,Organizational Management And Leadership.," Organisation, Management and Leadership"," Organisation, Management and Leadership",ASRK14010U ,5
2300,F17,Eu Political Economy,16/17,Eu Political Economy, EU political economy, CANCELLED - SEMINAR: EU political economy,ASTK15683U ,1
2300,F17,Dansk Udenrigspolitik Efter Den Kolde Krig - Teori Og Empiri,16/17,Dansk Udenrigspolitik Efter Den Kolde Krig - Teori Og Empiri, Dansk udenrigspolitik efter den kolde krig - teori og empiri, SEMINAR: Dansk udenrigspolitik efter den kolde krig - teori og empiri,ASTK15684U ,1
2300,F17,Partier I Forandring.,16/17,Partier I Forandring., Partier i forandring, SEMINAR: Partier i forandring,ASTK15685U ,2
2300,F17,Skriftlig Og Digital Formidling,16/17,Skriftlig Og Digital Formidling, Skriftlig og digital formidling, SEMINAR: Skriftlig og digital formidling,ASTK15686U ,1
2300,F17,Street Level Implementering: Klassiske Og Nye Studier Af Markarbejderadfærd.,16/17, Klassiske Og Nye Studier Af Markarbejderadfærd., Klassiske og nye studier af markarbejderadfærd, SEMINAR: Street level implementering: Klassiske og nye studier af markarbejderadfærd,ASTK15687U ,1
2300,F17,Videnspolitik - Internationale Og Komparative Elementer,16/17,Videnspolitik - Internationale Og Komparative Elementer, Videnpolitik - internationale og komparative elementer, SEMINAR: Videnpolitik - internationale og komparative elementer,ASTK15688U ,2
2300,F17,Videregående Kvalitative Analyser Med Nvivo,16/17,Videregående Kvalitative Analyser Med Nvivo, Videregående kvalitative analyser med NVivo, SEMINAR: Videregående kvalitative analyser med NVivo,ASTK15678U ,1
2300,F17,Projektledelse I Organisationer,16/17,Projektledelse I Organisationer, Projektledelse i organisationer, SEMINAR: Projektledelse i organisationer,ASTK15668U ,1
2300,F17,Contemporary Political Theory,16/17,Contemporary Political Theory, Contemporary Political Theory, SEMINAR: Contemporary Political Theory,ASTK15692U ,1
2300,F17,"Approaches To International Conflicts: International Relations, Diplomacy And Conflict Studies.",16/17," International Relations, Diplomacy And Conflict Studies.", International Organizations and Cooperation, COURSE: International Organizations and Cooperation,ASTK15433U ,29
2300,F17,African Politics,16/17,African Politics, African politics, COURSE: African politics,ASTK15449U ,1
2300,F17,Behavioural Public Policy Med Fokus På Evidensbaserede Tidlige Indsatser.,16/17,Behavioural Public Policy Med Fokus På Evidensbaserede Tidlige Indsatser., Behavioural public policy med fokus på evidensbaserede tidlige indsatser, Udbud: Behavioural public policy med fokus på evidensbaserede tidlige indsatser,ASTK15450U ,2
2300,F17,Climate Change Adaption - Building Resilience In Cities.,16/17,Climate Change Adaption - Building Resilience In Cities., Climate change adaptation – building resilience in cities, COURSE: Climate change adaptation – building resilience in cities,ASTK15451U ,5
2300,F17,Comparative Public Policy.,16/17,Comparative Public Policy., Comparative Public Policy, COURSE: Comparative Public Policy,ASTK15453U ,2
2300,F17,Diplomati I Frontlinjen,16/17,Diplomati I Frontlinjen, Diplomati i frontlinjen, Udbud: Diplomati i frontlinjen,ASTK15454U ,1
2300,F17,Ethnic Conflict.,16/17,Ethnic Conflict., Ethnic Conflict, COURSE: Ethnic Conflict,ASTK15455U ,2
2300,F17,"Finanspolitik Og Offentlig Økonomi Med Fokus På Statens, Regionernes Og Kommunernes Muligheder",16/17,"Finanspolitik Og Offentlig Økonomi Med Fokus På Statens, Regionernes Og Kommunernes Muligheder", Budgetter og regnskaber for virksomheder og offentlige myndigheder, UDBUD: Budgetter og regnskaber for virksomheder og offentlige myndigheder,ASTK15438U ,63
2300,F17,Glocal Envioronmental Governance,16/17,Glocal Envioronmental Governance, Glocal Environmental Governance, COURSE: Glocal Environmental Governance,ASTK15458U ,2
2300,F17,"Greenland At The Crossroads: Climate Change, Asian Interests In The Arcitc And Developments In Greenland.",16/17," Climate Change, Asian Interests In The Arcitc And Developments In Greenland."," Climate change, Asian interests in the Arctic and developments in Greenland"," COURSE: Greenland at the Crossroads: Climate change, Asian interests in the Arctic and developments in Greenland",ASTK15459U ,3
2300,F17,Politisk Deltagelse Og Mobilisering.,16/17,Politisk Deltagelse Og Mobilisering., Politisk deltalgelse og mobilisering, UDBUD: Politisk deltalgelse og mobilisering,ASTK15460U ,3
2300,F17,Qualitative Interviewing.,16/17,Qualitative Interviewing., Qualitative Interviewing, COURSE: Qualitative Interviewing,ASTK15461U ,2
2300,F17,The Politics Of Global Finance,16/17,The Politics Of Global Finance, The politics of global finance, COURSE: The politics of global finance,ASTK15465U ,1
2300,F17,New Threats In The Arctic: Climate Change And Security Risk Management Of Increasing Maritime Activity In The Arctic.,16/17, Climate Change And Security Risk Management Of Increasing Maritime Activity In The Arctic., Climate change and security risk management of increasing maritime activity in the Arctic, COURSE: New threats in the Arctic: Climate change and security risk management of increasing maritime activity in the Arctic,ASTK15464U ,1
2300,F17,The Un Security Council: Political Dynamics And Diplomatic Practice.,16/17, Political Dynamics And Diplomatic Practice., Political dynamics and diplomatic practice, COURSE: The UN Security Council: Political dynamics and diplomatic practice,ASTK15466U ,1
2300,F17,Regional Security In Southeast Asia And Asean.,16/17,Regional Security In Southeast Asia And Asean., Regional Security in Southeast Asia and ASEAN, CANCELLED - COURSE: Regional Security in Southeast Asia and ASEAN,ASTK15467U ,2
2300,F17,"Det Finansielle System - Funktion, Krise Og Regulering",16/17,"Det Finansielle System - Funktion, Krise Og Regulering"," Det finansielle system – Funktion, krise og regulering"," UDBUD: Det finansielle system – Funktion, krise og regulering",ASTK15468U ,2
2300,F17,Interesseorganisationer Og Deres Vej Til Indflydelse.,16/17,Interesseorganisationer Og Deres Vej Til Indflydelse., Interesseorganisationer og deres vej til indflydelse, UDBUD: Interesseorganisationer og deres vej til indflydelse,ASTK15469U ,2
2300,F17,Offentlig Styring Efter Npm,16/17,Offentlig Styring Efter Npm, Offentlig styring efter NPM, Udbud: Offentlig styring efter NPM,ASTK15470U ,1
2300,F17,An American Perspective On Political Campaigns,16/17,An American Perspective On Political Campaigns, An American Perspective on Political Campaigns, COURSE: An American Perspective on Political Campaigns,ASTK15472U ,1
2300,F17,Democratic Challenges.,16/17,Democratic Challenges., Democratic Challanges, COURSE: Democratic Challanges,ASTK15473U ,3
2300,F17,"Authority, Sovereignty, Power",16/17,"Authority, Sovereignty, Power"," Authority, Sovereignty, Power"," COURSE: Authority, Sovereignty, Power",ASTK15474U ,1
2300,F17,Theories And Issues In International Political Economy,16/17,Theories And Issues In International Political Economy, Theories and Issues in International Political Economy, COURSE: Theories and Issues in International Political Economy,ASTK15475U ,1
2300,F17,"Ethnic Conflict, Peace Building And Democratization",16/17,"Ethnic Conflict, Peace Building And Democratization"," Ethnic Conflict, Peace Building and Democratization"," COURSE: Ethnic Conflict, Peace Building and Democratization",ASTK15476U ,1
2300,F17,Analysis Of Panel Data.,16/17,Analysis Of Panel Data., Analysis of Panel Data, COURSE: Analysis of Panel Data,ASTK15477U ,2
2300,F17,Jean Monnet: The European Union As An International Actor.,16/17, The European Union As An International Actor., JEAN MONNET The European Union as an International Actor, COURSE: JEAN MONNET The European Union as an International Actor,ASTK15462U ,13
2300,F17,Holdets Time,16/17,Holdets Time, Metode 2, Metode 2,ASTB05009U ,10
2300,F17,Thesis Seminar,16/17,Thesis Seminar, Metode 2, Metode 2,ASTB05009U ,12
2300,E16,International Courts And Tribunals And The Politics Of Dispute Settlement: An Introduction,16/17, An Introduction, African politics, COURSE: African politics,ASTK15449U ,11
2300,E16,Organisationsstudier I Et Sociologisk Institutionelt Perspektiv,16/17,Organisationsstudier I Et Sociologisk Institutionelt Perspektiv, Organisationsstudier i et sociologisk institutionelt perspektiv, UDBUD: Organisationsstudier i et sociologisk institutionelt perspektiv,ASTK15671U ,1
2300,E16,Specialeseminar,16/17,Specialeseminar, Sociologi, Sociologi,ASTB12002U ,11
2300,E16,Den Offentlige Sektors Psykologi,16/17,Den Offentlige Sektors Psykologi, Den offentlige sektors psykologi, SEMINAR: Den offentlige sektors psykologi,ASTK15667U ,1
2300,E16,Projektledelse I Organisationer,16/17,Projektledelse I Organisationer, Projektledelse i organisationer, SEMINAR: Projektledelse i organisationer,ASTK15668U ,1
2300,E16,Evaluering Af Projekter Og Innovation,16/17,Evaluering Af Projekter Og Innovation, Evaluering af projekter og innovation, SEMINAR: Evaluering af projekter og innovation,ASTK15669U ,1
2300,E16,Videnspolitik - Og Viden I Politik,16/17,Videnspolitik - Og Viden I Politik, Videnspolitik - og viden i politik, SEMINAR: Videnspolitik - og viden i politik,ASTK15670U ,1
2300,E16,Popular Political Culture,16/17,Popular Political Culture, Popular political Culture, SEMINAR: Popular political Culture,ASTK15673U ,1
2300,E16,Det Europæiske Udenrigspolitiske Samarbejde Og Eu Som International Aktør,16/17,Det Europæiske Udenrigspolitiske Samarbejde Og Eu Som International Aktør, Det europæiske udenrigspolitiske samarbejde og EU som international aktør, SEMINAR: Det europæiske udenrigspolitiske samarbejde og EU som international aktør,ASTK15674U ,1
2300,E16,"Diskursanalyse, Konflikter Og International Politisk Teori",16/17,"Diskursanalyse, Konflikter Og International Politisk Teori"," Diskursanalyse, Konflikter og International Politik teori"," SEMINAR: Diskursanalyse, Konflikter og International Politik teori",ASTK15675U ,2
2300,E16,Ir And Social Media: Theory And Cases,16/17, Theory And Cases, Theory and Cases, SEMINAR: IR and Social Media: Theory and Cases,ASTK15676U ,0
2300,E16,"Peace-Building And Human Rights - Policies, Institutions, Approaches And Politics",16/17,"Peace-Building And Human Rights - Policies, Institutions, Approaches And Politics"," Peace-building and Human rights - Policies, Institutions, Approaches and Politics"," SEMINAR: Peace-building and Human rights - Policies, Institutions, Approaches and Politics",ASTK15677U ,1
2300,E16,Videregående Kvalitative Analyser Med Nvivo,16/17,Videregående Kvalitative Analyser Med Nvivo, Videregående kvalitative analyser med NVivo, SEMINAR: Videregående kvalitative analyser med NVivo,ASTK15678U ,1
2300,E16,Diplomati I Forandring,16/17,Diplomati I Forandring, Diplomati i forandring, UDBUD: Diplomati i forandring,ASTK15413U ,1
2300,E16,Indvandring Og Politisk Adfærd,16/17,Indvandring Og Politisk Adfærd, Indvandring og politisk adfærd, UDBUD: Indvandring og politisk adfærd,ASTK15414U ,1
2300,E16,Civil War And Peace Processes In Comparative Perspective,16/17,Civil War And Peace Processes In Comparative Perspective, Civil War and Peace Processes in Comparative Perspective, COURSE: Civil War and Peace Processes in Comparative Perspective,ASTK15415U ,1
2300,E16,State Fragility And Collapse,16/17,State Fragility And Collapse, State Fragility and collapse, COURSE: State Fragility and collapse,ASTK15416U ,1
2300,E16,Parties In Government,16/17,Parties In Government, Parties in Government, COURSE: Parties in Government,ASTK15417U ,1
2300,E16,Ministerial Careers,16/17,Ministerial Careers, Ministerial careers, COURSE: Ministerial careers,ASTK15418U ,1
2300,E16,The Politics Of Citizenship In A Transnational Age.,16/17,The Politics Of Citizenship In A Transnational Age., The Politics of Citizenship in a Transnational Age, COURSE: The Politics of Citizenship in a Transnational Age,ASTK15419U ,2
2300,E16,Righting Wrongs Or Wronging Rights? Human Rights And Its Discontents.,16/17,Righting Wrongs Or Wronging Rights? Human Rights And Its Discontents., Righting wrongs or wronging rights? Human rights and its discontents, COURSE: Righting wrongs or wronging rights? Human rights and its discontents,ASTK15420U ,2
2300,E16,Social Media And The Politics Of The Digital Age.,16/17,Social Media And The Politics Of The Digital Age., Social Media and the Politics of the Digital Age, COURSE: Social Media and the Politics of the Digital Age,ASTK15421U ,2
2300,E16,Tal Der Tæller - Indikatorer Og Statistik Som Politiske Fænomener,16/17,Tal Der Tæller - Indikatorer Og Statistik Som Politiske Fænomener, Tal der tæller – indikatorer og statistik som politiske fænomener, UDBUD: Tal der tæller – indikatorer og statistik som politiske fænomener,ASTK15422U ,2
2300,E16,Eu Social Policies And The Welfare States.,16/17,Eu Social Policies And The Welfare States., EU social policies and the welfare states, COURSE: EU social policies and the welfare states,ASTK15423U ,2
2300,E16,Mellemøsten Og Den Aktuelle Verdensorden.,16/17,Mellemøsten Og Den Aktuelle Verdensorden., Mellemøsten og den aktuelle verdensorden, UDBUD: Mellemøsten og den aktuelle verdensorden,ASTK15424U ,2
2300,E16,The Political Economy Of European Integration.,16/17,The Political Economy Of European Integration., The political economy of European integration, COURSE: The political economy of European integration,ASTK15425U ,2
2300,E16,Jean Monnet: The Politics Of The European Union.,16/17, The Politics Of The European Union., The Politics of Cyber Security, COURSE: The Politics of Cyber Security,ASTK15428U ,14
2300,E16,The Politics Of Cyber Security.,16/17,The Politics Of Cyber Security., The Politics of Cyber Security, COURSE: The Politics of Cyber Security,ASTK15428U ,2
2300,E16,Domestic Political Challenges And The Development In Chinese Foreign And Security.,16/17,Domestic Political Challenges And The Development In Chinese Foreign And Security., Domestic political challenges and the development in Chinese foreign and security policy, COURSE: Domestic political challenges and the development in Chinese foreign and security policy,ASTK15429U ,8
2300,E16,Sex And Money: Gender In The Global Political Economy.,16/17, Gender In The Global Political Economy., gender in the global political economy, COURSE: Sex and money: gender in the global political economy,ASTK15430U ,1
2300,E16,Sociological Approaches In International Relations.,16/17,Sociological Approaches In International Relations., Sociological Approaches in International Relations, COURSE: Sociological Approaches in International Relations,ASTK15431U ,2
2300,E16,Political Islam.,16/17,Political Islam., Political Islam, COURSE: Political Islam,ASTK15432U ,2
2300,E16,International Organizations And Cooperation.,16/17,International Organizations And Cooperation., International Organizations and Cooperation, COURSE: International Organizations and Cooperation,ASTK15433U ,2
2300,E16,"Greenland At The Crossroads: Climate Change, Global Arctic Interests And Developments In Greenland.",16/17," Climate Change, Global Arctic Interests And Developments In Greenland."," Climate change, Asian interests in the Arctic and developments in Greenland"," COURSE: Greenland at the Crossroads: Climate change, Asian interests in the Arctic and developments in Greenland",ASTK15459U ,22
2300,E16,`Os Og Dem`- Indvandrings- Og Integrationspolitik I Vesteuropa.,16/17,`Os Og Dem`- Indvandrings- Og Integrationspolitik I Vesteuropa.," ""Os og dem"" - Indvandrings- og integrationspolitik i Vesteuropa"," UDBUD: ""Os og dem"" - Indvandrings- og integrationspolitik i Vesteuropa",ASTK15435U ,5
2300,E16,Academic Interviewing.,16/17,Academic Interviewing., Academic Interviewing, CANCELLED - COURSE: Academic Interviewing,ASTK15436U ,2
2300,E16,"Globalization, Power And Economic Policy.",16/17,"Globalization, Power And Economic Policy."," Globalization, power and economic policy"," COURSE: Globalization, power and economic policy",ASTK15437U ,2
2300,E16,Budgetter Og Regnskaber For Virksomheder Og Offentlige Myndigheder.,16/17,Budgetter Og Regnskaber For Virksomheder Og Offentlige Myndigheder., Budgetter og regnskaber for virksomheder og offentlige myndigheder, UDBUD: Budgetter og regnskaber for virksomheder og offentlige myndigheder,ASTK15438U ,2
2300,E16,Politisk Adfærd.,16/17,Politisk Adfærd., Politisk adfærd, UDBUD: Politisk adfærd,ASTK15439U ,2
2300,E16,"Institutions, Policy Processes And Policies Of The Eu.",16/17,"Institutions, Policy Processes And Policies Of The Eu."," Institutions, Policy Processes and Policies of the EU"," COURSE: Institutions, Policy Processes and Policies of the EU",ASTK15440U ,2
2300,E16,Videregående Kvantitative Metoder I Studiet Af Politisk Adfærd.,16/17,Videregående Kvantitative Metoder I Studiet Af Politisk Adfærd., Videregående kvantitative metoder i studiet af politisk adfærd, SEMINAR: Videregående kvantitative metoder i studiet af politisk adfærd,ASTK15679U ,2
2300,E16,Indvandring Og Politisk Adfærd.,16/17,Indvandring Og Politisk Adfærd., Indvandring og politisk adfærd, UDBUD: Indvandring og politisk adfærd,ASTK15414U ,2
2300,E16,Organisation: Organisationsteori Og Offentlige Organisationer,16/17, Organisationsteori Og Offentlige Organisationer, Organisationsteori og offentlige organisationer, UDBUD: Organisation: Organisationsteori og offentlige organisationer,ASTK15333U ,0
2300,E16,Security Studies And Strategy,16/17,Security Studies And Strategy, Security Studies and Strategy, Security Studies and Strategy,ASRK14000U ,1
2300,E16,Knowledge Production And Evaluation,16/17,Knowledge Production And Evaluation, Knowledge Production and Evaluation, Knowledge Production and Evaluation,ASRK14003U ,1
2300,E16,Security Risk Management,16/17,Security Risk Management, Security Risk Management, Security Risk Management,ASRK14002U ,1
2300,E16,Political Risk Analysis,16/17,Political Risk Analysis, Political Risk Analysis, Political Risk Analysis,ASRK14001U ,1
2300,E16,Intelligence,16/17,Intelligence, Intelligence, Intelligence,ASRK14005U ,1
2300,E16,Transformations Of The Public Private Divide,16/17,Transformations Of The Public Private Divide, Transformation of the Public-Private divide, Transformation of the Public-Private divide,ASRK14006U ,3
2300,E16,Researching Complex Questions In European Union Studies.,16/17,Researching Complex Questions In European Union Studies., Researching complex questions in European Union Studies, SEMINAR: Researching complex questions in European Union Studies,ASTK15680U ,2
2300,E16,Maybe It`S Time To Rediscover Technocracy. The Governance Reforms Of The Public Sector And The Emergence Of Late Modern Technocracy.,16/17,Maybe It`S Time To Rediscover Technocracy. The Governance Reforms Of The Public Sector And The Emergence Of Late Modern Technocracy., Maybe it's time to rediscover technocracy., SEMINAR: Maybe it's time to rediscover technocracy.,ASTK15681U ,92
2300,E16,Theorising European Integration.,16/17,Theorising European Integration., Theorising European Integration, COURSE: Theorising European Integration,ASTK15441U ,2
2300,E16,The Politics Of Crisis And Austerity.,16/17,The Politics Of Crisis And Austerity., The Politics of Crisis and Austerity, COURSE: The Politics of Crisis and Austerity,ASTK15442U ,2
2300,E16,Styring Og Ledelse,16/17,Styring Og Ledelse, Styring og ledelse, SEMINAR: Styring og ledelse,ASTK15682U ,1
2300,F17,Specialeseminar,16/17,Specialeseminar, Sociologi, Sociologi,ASTB12002U ,11
2400,B5-5f16,Using Anthropology`S Analytical Tools To Solve Business Problems.,16/17,Using Anthropology`S Analytical Tools To Solve Business Problems., Summer 2016 Using anthropology's analytical tools to solve business problems, Summer 2016 Using anthropology's analytical tools to solve business problems,AANB11068U ,15
2400,B5-5f17,Sustainability In The Social And Human Sciences.,16/17,Sustainability In The Social And Human Sciences., Summer 2017 - Sustainability in the Social and Human Sciences, Summer 2017 - Sustainability in the Social and Human Sciences,AANB11074U ,16
2400,E16,Faghistorie I,16/17,Faghistorie I, Faghistorie I, Faghistorie I,AANB11003U ,1
2400,E16,Antropologisk Metode,16/17,Antropologisk Metode, Antropologisk Metode, Antropologisk Metode,AANB11055U ,1
2400,E16,Anthropological Analyses,16/17,Anthropological Analyses, Anthropological Analyses, Anthropological Analyses,AANK16011U ,1
2400,E16,Antropologi I,16/17,Antropologi I, Antropologi I, Antropologi I,AANB11001U ,1
2400,E16,"The Anthropology Of Migration, Introductory Course",16/17,"The Anthropology Of Migration, Introductory Course"," The Anthropology of Migration, Introductory Course"," The Anthropology of Migration, Introductory Course",AANB05091U ,1
2400,E16,Introduction To The Anthropology Of Islam And The Middle East,16/17,Introduction To The Anthropology Of Islam And The Middle East, Introduction to the Anthropology of Islam and the Middle East, Introduction to the Anthropology of Islam and the Middle East,AANB05070U ,1
2400,E16,Urban Anthropology,16/17,Urban Anthropology, Urban Anthropology, Urban Anthropology,AANB11067U ,1
2400,E16,Visual Anthropology,16/17,Visual Anthropology, Visual Anthropology, Visual Anthropology,AANB05090U ,1
2400,E16,Statistik For Antropologer - Og Andre Med Kvalitative Spidskompetencer,16/17,Statistik For Antropologer - Og Andre Med Kvalitative Spidskompetencer, Statistik for antropologer - og andre med kvalitative kompetencer, Statistik for antropologer - og andre med kvalitative kompetencer,AANB05059U ,6
2400,E16,Danish Culture And Society,16/17,Danish Culture And Society, Danish Culture and Society, Danish Culture and Society,AANB05044U ,1
2400,E16,Ethnographic Approaches To Migration Issues In Scandinavia,16/17,Ethnographic Approaches To Migration Issues In Scandinavia, Ethnographic Approaches to Migration Issues in Scandinavia, Ethnographic Approaches to Migration Issues in Scandinavia,AANB11036U ,1
2400,E16,Introduction To Anthropology,16/17,Introduction To Anthropology, Introduction to Anthropology, Introduction to Anthropology,AANB05023U ,1
2400,E16,Anthropology: Methodology And Analysis,16/17, Methodology And Analysis, Methodology and Analysis, Anthropology: Methodology and Analysis,AANB05024U ,0
2400,E16,Feltarbejde: Etnografi Og Analyse,16/17, Etnografi Og Analyse, Ethnography and Analysis, Fieldwork: Ethnography and Analysis,AANK16013U ,9
2400,E16,Fieldwork: Ethnography And Analysis,16/17, Ethnography And Analysis, Ethnography and Analysis, Fieldwork: Ethnography and Analysis,AANK16013U ,0
2400,E16,Bachelorprojekt,16/17,Bachelorprojekt, Bachelorprojekt, Bachelorprojekt,AANB11015U ,1
2400,E16,Introduktion Til Antropologi Og Etnografisk Metode,16/17,Introduktion Til Antropologi Og Etnografisk Metode, Introduktion til antropologi og etnografisk metode, Introduktion til antropologi og etnografisk metode,AANA20001U ,1
2400,E16,"Protest, Resistance, Rebellion And Revolution",16/17,"Protest, Resistance, Rebellion And Revolution"," Protest, Resistance, Rebellion and Revolution"," Protest, Resistance, Rebellion and Revolution",AANB11076U ,1
2400,E16,The Politics Of Masculinity And Violence,16/17,The Politics Of Masculinity And Violence, The Politics of Masculinity and Violence, The Politics of Masculinity and Violence,AANB11077U ,1
2400,E16,"Medical Anthropology, Advanced Course",16/17,"Medical Anthropology, Advanced Course"," Medical Anthropology, advanced course"," Medical Anthropology, advanced course",AANK16100U ,1
2400,E16,Organizational Anthropology,16/17,Organizational Anthropology, Organizational Anthropology, Organizational Anthropology,AANK16104U ,1
2400,E16,"The Anthropology Of Migration, Advanced Course.",16/17,"The Anthropology Of Migration, Advanced Course."," The Anthropology of Migration, advanced course"," The Anthropology of Migration, advanced course",AANK16101U ,2
2400,F17,Faghistorie Ii,16/17,Faghistorie Ii, Faghistorie II, Faghistorie II,AANB11004U ,1
2400,F17,Anvendt Antropologi,16/17,Anvendt Antropologi, Anvendt antropologi, Anvendt antropologi,AANB11007U ,1
2400,F17,Videnskabsteori,16/17,Videnskabsteori, Videnskabsteori, Videnskabsteori,AANB11008U ,1
2400,F17,Bachelorprojekt,16/17,Bachelorprojekt, Bachelorprojekt, Bachelorprojekt,AANB11015U ,1
2400,F17,Anthropological Project Design,16/17,Anthropological Project Design, Anthropological Project Design, Anthropological Project Design,AANK16012U ,1
2400,F17,Anthropology And The Environment,16/17,Anthropology And The Environment, Anthropological Analyses, Anthropological Analyses,AANK16011U ,18
2400,F17,"Medical Anthropology, Introductory Course",16/17,"Medical Anthropology, Introductory Course"," Medical Anthropology, Introductory Course"," Medical Anthropology, Introductory Course",AANB05093U ,1
2400,F17,Political Anthropology,16/17,Political Anthropology, Visual Anthropology, Visual Anthropology,AANB05090U ,6
2400,F17,"The Anthropology Of Religion, Introductory Course",16/17,"The Anthropology Of Religion, Introductory Course"," The Anthropology of Religion, introductory course"," The Anthropology of Religion, introductory course",AANB11046U ,1
2400,F17,Innovation Og Co-Design.,16/17,Innovation Og Co-Design., Innovation og co-design, Innovation og co-design,AANB11075U ,2
2400,F17,Ethnographic Approaches To Migration Issues In Scandinavia,16/17,Ethnographic Approaches To Migration Issues In Scandinavia, Ethnographic Approaches to Migration Issues in Scandinavia, Ethnographic Approaches to Migration Issues in Scandinavia,AANB11036U ,1
2400,F17,"Heritagizing Pasts, Presents And Futures.",16/17,"Heritagizing Pasts, Presents And Futures."," Heritagizing Pasts, Presents and Futures"," Heritagizing Pasts, Presents and Futures",AANK16109U ,2
2400,F17,Economic Anthropology,16/17,Economic Anthropology, Economic Anthropology, Economic Anthropology,AANK16107U ,1
2400,F17,Gender Matters.,16/17,Gender Matters., Gender Matters, Gender Matters,AANK16106U ,2
2400,F17,Statistik For Antropologer - Og Andre Med Kvalitative Spidskompetencer,16/17,Statistik For Antropologer - Og Andre Med Kvalitative Spidskompetencer, Statistik for antropologer - og andre med kvalitative kompetencer, Statistik for antropologer - og andre med kvalitative kompetencer,AANB05059U ,6
2400,F17,Mascot - Mapping Of Scientific Controversies.,16/17,Mascot - Mapping Of Scientific Controversies., MASCOT - Mapping of Scientific Controversies, MASCOT - Mapping of Scientific Controversies,AANB11078U ,2
2400,F17,Anthropology: Methodology And Analysis,16/17, Methodology And Analysis, Methodology and Analysis, Anthropology: Methodology and Analysis,AANB05024U ,0
2400,F17,Grundbegreber I Sundhedsantropologi,16/17,Grundbegreber I Sundhedsantropologi, Grundbegreber i sundhedsantropologi, Grundbegreber i sundhedsantropologi,AANA20002U ,1
2400,F17,Danish Culture And Society,16/17,Danish Culture And Society, Danish Culture and Society, Danish Culture and Society,AANB05044U ,1
2400,F17,Antropologi Ii,16/17,Antropologi Ii, Antropologi II, Antropologi II,AANB11002U ,1
2400,B5-5f16,Etnografisk Film Metode - Et `Hands-On` Modul,16/17,Etnografisk Film Metode - Et `Hands-On` Modul," Sommer 2016 - Etnografisk Film Metode - et ""hands-on"" modul"," Sommer 2016 - Etnografisk Film Metode - et ""hands-on"" modul",AANB05039U ,17
2500,B5-5f16,"Valgfag: Mandeforskning, Mænds Liv Og Maskuliniteter.",16/17," Mandeforskning, Mænds Liv Og Maskuliniteter."," Velfærd, ulighed og mobilitet"," Velfærd, ulighed og mobilitet",ASOB16008U ,30
2500,E16,Sociologisk Innovation,16/17,Sociologisk Innovation, Sociologisk Innovation, Sociologisk Innovation,ASOB05047U ,1
2500,E16,Sociologiens Videnskabsteori,16/17,Sociologiens Videnskabsteori, Sociologiens videnskabsteori, Sociologiens videnskabsteori,ASOB05006U ,1
2500,E16,Social Differentiering,16/17,Social Differentiering, Social differentiering, Social differentiering,ASOB05007U ,1
2500,E16,Videregående Kvantitative Metoder,16/17,Videregående Kvantitative Metoder, Videregående kvantitative metoder, Videregående kvantitative metoder,ASOB05008U ,1
2500,E16,Klassisk Og Nyere Sociologisk Teori,16/17,Klassisk Og Nyere Sociologisk Teori, Klassisk og nyere sociologisk teori, Klassisk og nyere sociologisk teori,ASOB05012U ,1
2500,E16,Almen I,16/17,Almen I, Kønne, Kønne(de) tal – kritisk blik på kvantitative metoder med fokus på køn og krop (SOMMER 2017),ASOA15042U ,6
2500,E16,"Advanced Knowledge, Organization And Politics",16/17,"Advanced Knowledge, Organization And Politics"," Advanced Welfare, Inequality and Mobility"," Advanced Welfare, Inequality and Mobility",ASOK15103U ,23
2500,E16,"Advanced Culture, Lifestyle And Everyday Life",16/17,"Advanced Culture, Lifestyle And Everyday Life"," Advanced Culture, Lifestyle and Everyday Life"," Advanced Culture, Lifestyle and Everyday Life",ASOK15102U ,1
2500,E16,"Advanced Welfare, Inequality And Mobility",16/17,"Advanced Welfare, Inequality And Mobility"," Advanced Welfare, Inequality and Mobility"," Advanced Welfare, Inequality and Mobility",ASOK15103U ,1
2500,E16,Sociologisk Projektdesign,16/17,Sociologisk Projektdesign, Sociologisk projektdesign, Sociologisk projektdesign,ASOK15104U ,1
2500,E16,Valgfag: Den Danske Model I Forandring - Teoretiske Og Empiriske Perspektiver.,16/17, Den Danske Model I Forandring - Teoretiske Og Empiriske Perspektiver., Den danske model i forandring - teoretiske og empiriske perspektiver, Den danske model i forandring - teoretiske og empiriske perspektiver,ASOA15036U ,1
2500,E16,Sociologisk Teorifag: Sundhedssociologi,16/17, Sundhedssociologi, Sundhedssociologi, Sundhedssociologi,ASOK15203U ,0
