module,error,studyyear,institute_num
2500-F16;Valgfag: Gender and Body Dynamics. Cross-disciplinary perspectives.,0,15/16,2500
2500-F16;Sociologisk Temafag: Comparative Sociology of Labour Markets.,0,15/16,2500
"2500-F16;Samfundsvidenskabelig metodefag: Kvlitative udforskninger af seksualitet, intimitet og tabu",1,15/16,2500
2500-F16;Samfundsvidenskabelig metodefag: MÃ¥ling af Ã¥rsagssammen hÃ¦nge i samfundsvidenskaberne,0,15/16,2500
2500-F16;Metode og Forskningspraksis: MÃ¥ling af Ã¥rsagssammen hÃ¦nge i samfundsvidenskaberne,0,15/16,2500
2500-F16;Sociologisk teorifag: Global Political Sociology,0,15/16,2500
2500-F16;Valgfag: Consumer society: Teorier om forbrugsbaserede livsstile og deres modreaktioner.,1,15/16,2500
2500-F16;Teori og Tema: Human Ressource Management,0,15/16,2500
2500-F16;Valgfag: Media Sociologi,0,15/16,2500
2500-F16;Valgfag: Conflict and Peace Making in Divided Societies.,0,15/16,2500
"2500-F16;Valgfag: Migration, Refugees and citizenship in a Globalized World",0,15/16,2500
2500-F16;Valgfag: Projektledelse i organisationer,0,15/16,2500
2500-F16;Teori og Metode: Global Political Sociology,0,15/16,2500
2500-F16;Metode og Forskningspraksis: Kvalitative analyser af arbejdsliv,1,15/16,2500
2500-F16;Metode og Forskningspraksis:  Kausale studier i kriminologi,0,15/16,2500
2500-F16;Samfundsvidenskabelig metodefag: Kausale studier i kriminologi,0,15/16,2500
2500-F16;Sociologisk teorifag: Kvalitative udforskninger af mÃ¦nds levede liv og maskuliniteter,1,15/16,2500
2500-F16;Teori og Metode: Kvalitative udforskninger af mÃ¦nds levede liv og maskuliniteter,1,15/16,2500
2500-F16;Sociologisk teorifag: Political Sociology. Theory,0,15/16,2500
"2500-F16;Sociologisk temafag: Globalisation, economic crisis and employment relations in Europe.",0,15/16,2500
2500-F16;Valgfag:Familier og forÃ¦ldreskaber,1,15/16,2500
2500-F16;Speciale,1,15/16,2500
2500-F16;Norbert Elias and Pierre Bourdieu - relational sociology for the 21st century,0,15/16,2500
"2500-F16;Valgfag: Migration, Refugees and citizenship in a Globalized World",0,15/16,2500
2500-F16;Teori og Metode: Political Sociology Theory Seminar,0,15/16,2500
2500-F16;Teori og Metode: Contemporary Economic Sociology,0,15/16,2500
2500-F16;Teori og Tema: KÃ¦rlighedens sociologi,1,15/16,2500
2500-F16;Teori og Tema: Politi og samfund,0,15/16,2500
2500-F16;Teori og Tema: Madsociologi og samfundsmÃ¦ssige udfordringer,0,15/16,2500
2500-F16;Teori og Tema: Forbrugerkultur,1,15/16,2500
"2500-F16;Teori og Tema: Globalisation, international crisis and employment relations in Europe: institutional change and actors strategies",0,15/16,2500
"2500-F16;Metode og Forskningspraksis: Evaluering: Metode, teori og praksis",0,15/16,2500
2500-F16;Metode og Forskningspraksis:  Anvendt multilevel analyse,0,15/16,2500
2500-F16;Metode og Forskningspraksis: Qualitative Methods: from theory to practice,0,15/16,2500
"2500-F16;Metode og Forskningspraksis: Kvlitative udforskninger af seksualitet, intimitet og tabu",1,15/16,2500
2500-F16;Valgfag: Projektledelse i organisationer,0,15/16,2500
2500-F16;Samfundsvidenskabelig metodefag: Anvendt multilevel analyse,0,15/16,2500
2500-F16;Sociologisk temafag: Human Ressource Management,0,15/16,2500
2500-F16;Samfundsvidenskabelig metodefag: Kvalitative analyser af arbejdsliv,1,15/16,2500
2500-F16;Sociologisk temafag: KÃ¦rlighedens sociologi,1,15/16,2500
2500-F16;Sociologisk temafag: Politi og samfund,0,15/16,2500
2500-F16;Sociologisk temafag: Massen - mellem barbari og civilisation,0,15/16,2500
2500-F16;Sociologisk temafag: Madsociologi og samfundsmÃ¦ssige udfordringer,0,15/16,2500
"2500-F16;Sociologisk teorifag: Fransk pragmatisk sociologi: Boltanski, ThÃ©venot, Latour",1,15/16,2500
2500-F16;Sociologisk teorifag: Contemporary Economic Sociology,0,15/16,2500
2500-F16;Bachelorprojekt,0,15/16,2500
2500-F16;Sociologisk teorifag: Culture-Cognition Interaction in Self- and Identity.,0,15/16,2500
2500-F16;Teori og Metode: Culture-Cognition Interaction in Self- and Identity.,0,15/16,2500
2500-E15;Valgfag: Globalisation and its Discontents,0,15/16,2500
"2500-E15;Sociologisk temafag: Globalisation, international crisis and employment relations in Europe: institutional change and actors strategies",0,15/16,2500
2500-E15;Valgfag: Brush-up kursus i statistik,0,15/16,2500
2500-E15;Forretningsstrategier - udvikling og implementering.,0,15/16,2500
2500-E15;Valgfag: Sociologi i praksis,0,15/16,2500
2500-E15;Valgfag: Sociologi i praksis,0,15/16,2500
2500-F16;Kvantitative metoder,0,15/16,2500
2500-F16;Almen sociologi II,0,15/16,2500
2500-F16;Det Danske Samfund II,0,15/16,2500
2500-E15;Bachelorprojekt,1,15/16,2500
2500-E15;Valgfag: Sociology of Organizations,0,15/16,2500
2500-E15;Valgfag: Sociology of Organizations,0,15/16,2500
2500-E15;Valgfag: Forretningsstrategier - udvikling og implementering,0,15/16,2500
2500-E15;Valgfag: Families in Crises - the changing balance of power between men,0,15/16,2500
2500-E15;Sociologisk metodefag: Kvalitative udforskninger af mÃ¦nds levede liv og maskuliniteter,1,15/16,2500
"2500-E15;Valgfag: LÃ¦sning, tÃ¦nkning og skrivning - autoetnografiske undersÃ¸gelser, teoretiske og litterÃ¦re perspektiver.",1,15/16,2500
"2500-E15;Valgfag: LÃ¦sning, tÃ¦nkning og skrivning - autoetnografiske undersÃ¸gelser, teoretiske og litterÃ¦re perspektiver.",1,15/16,2500
2200-B5-5F17;Tax Policy,1,16/17,2200
2200-B5-5F17;VideregÃ¥ende statistik,0,16/17,2200
2200-B5-5F17;Entrepreneurship,1,16/17,2200
2200-B5-5F16;Theoretical and Empirical Foundations of DSGE Modeling,1,16/17,2200
2200-B5-5F17;The Economic History of Europe,0,16/17,2200
"2200-B5-5F16;Financial Frictions, Liquidity and the Business Cycle",1,16/17,2200
2200-B5-5F16;Seminar: Study a Classical Writer,1,16/17,2200
2200-B5-5F17;Dynamiske modeller (undervisning),1,16/17,2200
2200-E16;Corporate Finance and Incentives (undervisning),0,16/17,2200
2200-B5-5F16;Datamatik 1 (undervisning),1,16/17,2200
2200-B5-5F16;Organization Theory (class),1,16/17,2200
2200-B5-5F16;Behavioral Experimental Economics (class),1,16/17,2200
2200-B5-5F16;Financial Econometrics B (class),1,16/17,2200
2200-B5-5F16;VideregÃ¥ende statistik (undervisning),1,16/17,2200
2200-B5-5F16;Entrepreneurship (class),1,16/17,2200
2200-B5-5F16;The Economic History of Europe,1,16/17,2200
2200-B5-5F16;LineÃ¦re modeller,1,16/17,2200
2200-B5-5F16;Dynamiske modeller (undervisning),1,16/17,2200
2200-F17;Matematik A (undervisning),0,16/17,2200
2200-F17;Samfundsbeskrivelse A (undervisning),0,16/17,2200
2200-F17;Ã˜konomiske Principper A (undervisning),0,16/17,2200
2200-F17;ErhvervsÃ¸konomi (undervisning),0,16/17,2200
2200-F17;Matematik B (undervisning),0,16/17,2200
2200-F17;Samfundsbeskrivelse B (undervisning),0,16/17,2200
2200-F17;Ã˜konomiske Principper B (undervisning),0,16/17,2200
2200-F17;MakroÃ¸konomi I (tidl Makro A),0,16/17,2200
2200-F17;MikroÃ¸konomi I (tidl. Mikro A),0,16/17,2200
2200-F17;Sandsynlighedsteori og statistik (tidl Ã˜konometri A),0,16/17,2200
2200-F17;MakroÃ¸konomi II (tidl Makro B),0,16/17,2200
2200-F17;Microeconomics II,0,16/17,2200
2200-F17;Econometrics I,0,16/17,2200
2200-F17;Ã˜konomisk historie (undervisning),0,16/17,2200
2200-F17;Econometrics II (Econometrics C),0,16/17,2200
2200-F17;Macroeconomics III (Macro C),0,16/17,2200
2200-F17;Microeconomics III (Micro C),0,16/17,2200
2200-F17;Philosophy of Science (undervisning),0,16/17,2200
2200-F17;Bachelor projekt,1,16/17,2200
2200-F17;Advanced Development Economics - Micro Aspects (class),0,16/17,2200
2200-F17;Adv. Macroeconometrics,0,16/17,2200
2200-F17;Advanced Strategic Management (class),0,16/17,2200
2200-F17;Applied Econometric Policy Evaluation,0,16/17,2200
2200-F17;Datamatik 1 (undervisning),0,16/17,2200
2200-F17;Development Economics (class),0,16/17,2200
"2200-F17;Dynamic Programming - Theory, Computation, and Empirical Applications",0,16/17,2200
2200-F17;Economic Growth,0,16/17,2200
2200-F17;Economic Sociology,0,16/17,2200
2200-F17;Economics of Banking (class),0,16/17,2200
2200-F17;Economics of Education (english exam),0,16/17,2200
2200-F17;Economics of Exchange Rates,0,16/17,2200
2200-F17;Erhvervsret (undervisning),0,16/17,2200
2200-F17;Financial Markets (class),0,16/17,2200
2200-F17;Health Economic Evaluations,0,16/17,2200
2200-F17;History of Economic thought (class),0,16/17,2200
2200-F17;ICT-Applied (class),0,16/17,2200
2200-F17;Industrial Organization (class),0,16/17,2200
2200-F17;International Economics (class),0,16/17,2200
2200-F17;Labour Economics (class),0,16/17,2200
2200-F17;LineÃ¦re modeller,0,16/17,2200
2200-F17;Managerial Accounting,0,16/17,2200
2200-F17;Marketing,0,16/17,2200
2200-F17;Mechanism Design (English exam),0,16/17,2200
"2200-F17;MiljÃ¸-, ressource- og klimaÃ¸konomi",0,16/17,2200
2200-F17;Monetary Policy,0,16/17,2200
2200-F17;Offentlig Forvaltning - Jura og Politik,0,16/17,2200
2200-F17;Pricing Financial assets,0,16/17,2200
2200-F17;Private Equity (class),0,16/17,2200
2200-F17;Programmering og Statistik med SAS (undervisning),0,16/17,2200
2200-F17;Public Finance (class),0,16/17,2200
2200-F17;Regnskabsanalyse og aktievurdering (undervisning),0,16/17,2200
2200-F17;Skatteret (undervisning),0,16/17,2200
2200-F17;Specialeskrivning,1,16/17,2200
2200-F17;StikprÃ¸veteori,1,16/17,2200
2200-F17;Ã˜konomiske prognoser i praksis (undervisning),0,16/17,2200
2200-F17;Foundations of Behavioral Economics,0,16/17,2200
2200-B5-5F16;Social Data Science,1,16/17,2200
2200-B5-5F17;Social Data Science,1,16/17,2200
2200-E16;Matematik A (undervisning),0,16/17,2200
2200-E16;Samfundsbeskrivelse A (undervisning),0,16/17,2200
2200-E16;Ã˜konomiske Principper A (undervisning),0,16/17,2200
2200-E16;ErhvervsÃ¸konomi (undervisning),0,16/17,2200
2200-E16;Matematik B (undervisning),0,16/17,2200
2200-E16;Samfundsbeskrivelse B (undervisning),0,16/17,2200
2200-E16;Ã˜konomiske Principper B (undervisning),0,16/17,2200
2200-E16;MakroÃ¸konomi I (tidl Makro A),0,16/17,2200
2200-E16;MikroÃ¸konomi I (tidl. Mikro A),0,16/17,2200
2200-E16;Sandsynlighedsteori og statistik (tidl Ã˜konometri A),0,16/17,2200
2200-E16;MakroÃ¸konomi II (tidl Makro B),0,16/17,2200
2200-E16;MikroÃ¸konomi II (tidl. Mikro B),0,16/17,2200
2200-E16;Econometrics I,0,16/17,2200
2200-E16;Ã˜konomisk historie (undervisning),0,16/17,2200
2200-E16;Econometrics II (Econometrics C),0,16/17,2200
2200-E16;Macroeconomics III (Macro C),0,16/17,2200
2200-E16;Microeconomics III (Micro C),0,16/17,2200
2200-E16;Bachelor projekt,1,16/17,2200
2200-E16;Advanced Development Economics - Macro Aspects (class),0,16/17,2200
2200-E16;Adv. Dev. Ec. : Applied Macroeconomics and Policy Analysis,0,16/17,2200
2200-E16;Advanced Industrial Organization (class),0,16/17,2200
2200-E16;Advanced International Trade,0,16/17,2200
2200-E16;Advanced Macroeconomics,0,16/17,2200
2200-E16;Advanced Microeconometrics (class),0,16/17,2200
2200-E16;Anvendte generelle ligevÃ¦gtsmodeller,0,16/17,2200
2200-E16;Anvendte generelle ligevÃ¦gtsmodeller (undervisning),0,16/17,2200
2200-E16;Behavioral Finance 7Â½ ECTS (class),0,16/17,2200
2200-E16;Contract Theory (class),1,16/17,2200
2200-E16;Corporate Finance Theory,0,16/17,2200
2200-E16;Datamatik 1 (undervisning),0,16/17,2200
2200-E16;Dynamiske modeller (undervisning),0,16/17,2200
2200-E16;Economics of the European Union (class),0,16/17,2200
2200-E16;Financial Econometrics A,0,16/17,2200
2200-E16;Game Theory (class),0,16/17,2200
2200-E16;Health Economics (class),0,16/17,2200
2200-E16;History of Economic thought (class),0,16/17,2200
2200-E16;ICT-Applied (class),0,16/17,2200
2200-E16;LineÃ¦re modeller,0,16/17,2200
2200-E16;Multivariat analyse og kategoriserede data (undervisning),0,16/17,2200
2200-E16;Incentives and Organizations (GB),0,16/17,2200
2200-E16;Political Economics (class),0,16/17,2200
2200-E16;Praktisk tidsrÃ¦kkeanalyse,1,16/17,2200
2200-E16;Science of Behavior Change (English),0,16/17,2200
2200-E16;Strategic Management (class),0,16/17,2200
2200-E16;Tax Policy (class),0,16/17,2200
2200-E16;Telecommunications Economics (class),0,16/17,2200
2200-E16;The Danish Welfare Model (class),0,16/17,2200
2200-E16;Ã…rsregnskab og regnskabsanalyse (undervisning),0,16/17,2200
2200-E16;Specialeskrivning,1,16/17,2200
2200-E16;Forvaltningsret (undervisning),0,16/17,2200
2200-E16;Private Equity (class),0,16/17,2200
2200-E16;Seminar: Behavioral Economics in ActionÂ ,1,16/17,2200
2200-E16;Seminar: Health Economic Analysis,0,16/17,2200
2200-E16;Seminar: Macro Labour Economics,1,16/17,2200
2200-E16;Seminar: Policy Evaluation Methods,0,16/17,2200
2200-E16;Seminar: Behavioral Economics of Education,1,16/17,2200
2200-E16;Seminar: Advanced Monetary Macroeconomics,1,16/17,2200
2200-E16;Seminar: Applied Corporate Finance,1,16/17,2200
2200-E16;Seminar: Computational Models of Consumption and Saving,1,16/17,2200
2200-E16;Seminar: Economic and Political Development in Latin America,1,16/17,2200
2200-E16;Seminar: Leadership and Project Management,0,16/17,2200
2200-E16;Seminar: Long-Run Economic Growth,1,16/17,2200
2200-E16;Seminar: Strategic Management,0,16/17,2200
2200-E16;Seminar: Taxation and Development,1,16/17,2200
2200-E16;Seminar: Treasury Bill Auctions: Theory and Empirics,0,16/17,2200
2200-E16;Seminar: Labour Economics,0,16/17,2200
2200-E16;Ã˜velse: Anv. Corp Finance DK,0,16/17,2200
2200-E16;Ã˜velse: Danmark og Bankunionen,0,16/17,2200
2200-E16;Ã˜velse: Decentralisering og kommunalÃ¸konomi,0,16/17,2200
"2200-E16;Ã˜velse: MiljÃ¸-,  ressource og klimaÃ¸konomi",0,16/17,2200
2200-E16;Ã˜velse: Social Ulighed,0,16/17,2200
2200-E16;Ã˜velse: Strategisk Ledelse,0,16/17,2200
2200-E16;Ã˜velse: Strategisk VÃ¦rdiansÃ¦ttelse af en virksomhed,0,16/17,2200
2200-E16;Ã˜velse: Virksomhedsanalyse og vÃ¦rdiansÃ¦ttelse,0,16/17,2200
2200-F17;Ã˜velse: Cost-Benefit analyser i praksis,0,16/17,2200
2200-F17;Seminar: Telecommunications Economics,1,16/17,2200
2200-F17;Seminar: Strategic Management,0,16/17,2200
2200-F17;Seminar: Applied Corporate Finance,1,16/17,2200
2200-F17;Seminar: Behavioral Economics in ActionÂ ,1,16/17,2200
2200-F17;Ã˜velse: Produktivitetspolitik,0,16/17,2200
2200-F17;Seminar: Financing of the health care sector,0,16/17,2200
2200-F17;Seminar: Public economics,0,16/17,2200
2200-F17;Ã˜velse: Danmark og Bankunionen,0,16/17,2200
2200-F17;Ã˜velse: Anv. Corp Finance DK,1,16/17,2200
2200-F17;Ã˜velse: Strategisk Ledelse,0,16/17,2200
2200-F17;Ã˜velse: Strategisk VÃ¦rdiansÃ¦ttelse af en virksomhed,1,16/17,2200
2200-F17;Seminar: Sports Economics,0,16/17,2200
2200-F17;Seminar: Empirical Industrial Organization,0,16/17,2200
2200-F17;Seminar: Urban Economics,0,16/17,2200
2200-F17;Sem: Fund Determ Econ Performa,0,16/17,2200
2200-F17;Sem: Spatial Economics and GIS,1,16/17,2200
2200-F17;Seminar: Behavioral Labour Economics: Employment and Public Policy,1,16/17,2200
2200-B5-5F17;Applied Economics,1,16/17,2200
2200-B5-5F17;Bayesian Econometrics,0,16/17,2200
2200-B5-5F17;Dynamic Political Economy,0,16/17,2200
2200-B5-5F17;Organization Theory,0,16/17,2200
2200-B5-5F17;Financial Econometrics B,1,16/17,2200
2200-B5-5F17;Datamatik 1,1,16/17,2200
2200-B5-5F17;Behavioral Experimental Economics,1,16/17,2200
2200-B5-5F17;LineÃ¦re modeller,1,16/17,2200
2300-F17;MikroÃ¸konomi,0,16/17,2300
2300-F17;International forvaltning,0,16/17,2300
2300-F17;Sociologi,0,16/17,2300
2300-F17;Almen Statskundskab,0,16/17,2300
2300-F17;Offentlig ret,0,16/17,2300
2300-F17;Offentlig ret,0,16/17,2300
2300-F17;Metode 2,0,16/17,2300
2300-F17;Bachelorprojekt,0,16/17,2300
2300-E16;Politologisk grundkursus,0,16/17,2300
2300-E16;International politik,0,16/17,2300
2300-E16;Bachelorprojekt,0,16/17,2300
2300-E16;National forvaltning,0,16/17,2300
2300-E16;Sammenlignende Statskundskab,0,16/17,2300
2300-E16;Videnskabsteori og metodologi,0,16/17,2300
2300-E16;MakroÃ¸konomi,0,16/17,2300
2300-E16;Politisk teori og idÃ©historie,0,16/17,2300
2300-E16;Metode 1,0,16/17,2300
2300-E16;International politik,0,16/17,2300
2300-E16;Offentlig ret,0,16/17,2300
2300-E16;Holdets Time,0,16/17,2300
2300-E16;Offentlig ret,0,16/17,2300
"2300-B5-5F16;Greenland at the crossroads: Climate Change, Asian interests in the Arctic and developments in Greenland",0,16/17,2300
"2300-B5-5F16;Greenland at the crossroads: Climate Change, Asian interests in the Arctic and developments in Greenland",0,16/17,2300
"2300-B5-5F16;Greenland at the crossroads: Climate Change, Asian interests in the Arctic and developments in Greenland",0,16/17,2300
2300-B5-5F16;Economic crisis: A brief history of time.,0,16/17,2300
2300-B5-5F16;Economic crisis: A brief history of time.,0,16/17,2300
2300-B5-5F16;Economic crisis: A brief history of time.,0,16/17,2300
2300-B5-5F16;Evaluation Society Revisited.,0,16/17,2300
2300-B5-5F16;Evaluation Society Revisited.,0,16/17,2300
2300-B5-5F16;Evaluation Society Revisited.,0,16/17,2300
2300-B5-5F16;Dansk forsvarspolitik og strategiske studier,0,16/17,2300
2300-B5-5F16;Participatory and postnational Democracy - Democratic perspectives for the future.,0,16/17,2300
2300-B5-5F16;EU`s politiske Ã¸konomi,0,16/17,2300
2300-B5-5F16;Dansk forsvarspolitik og strategiske studier,0,16/17,2300
2300-B5-5F16;Participatory and postnational Democracy - Democratic perspectives for the future.,0,16/17,2300
2300-B5-5F16;EU`s politiske Ã¸konomi,0,16/17,2300
2300-B5-5F16;Dansk forsvarspolitik og strategiske studier,0,16/17,2300
2300-B5-5F16;Participatory and postnational Democracy - Democratic perspectives for the future.,0,16/17,2300
2300-B5-5F16;EU`s politiske Ã¸konomi,0,16/17,2300
2300-F17;Chinese Foreign Policy,0,16/17,2300
2300-F17;Chinese Foreign Policy,0,16/17,2300
2300-F17;Sustainable Development and International Political Economy: The SDGs and the Transformation of `Development`,1,16/17,2300
2300-F17;Sustainable Development and International Political Economy: The SDGs and the Transformation of `Development`,1,16/17,2300
2300-F17;I Slotsholmens maskinrum: Ã˜konomiske perspektiver pÃ¥ policy-design i den danske velfÃ¦rdsstat.,0,16/17,2300
2300-F17;Specialization in International Political Economy,1,16/17,2300
"2300-F17;Specialization in International Relations, Diplomacy and Conflict Studies",1,16/17,2300
2300-F17;Specialization in Political Theory,1,16/17,2300
2300-E16;Governing Natural Resources in Africa,1,16/17,2300
2300-E16;Religion and Development in Africa,1,16/17,2300
2300-E16;Urban Africa,1,16/17,2300
2300-F17;Organizational Management and Leadership.,0,16/17,2300
2300-B5-5F17;Dansk forsvarspolitik og strategiske studier,1,16/17,2300
"2300-B5-5F17;EU`s politiske Ã¸konomi - pÃ¥ baggrund af TTIP, eurokrise og Brexit",1,16/17,2300
2300-B5-5F17;Den syriske konflikt: Nye sikkerhedsfÃ¦nomener og analytiske tilgange,1,16/17,2300
2300-B5-5F17;Economic Crisis: A Brief history of time,1,16/17,2300
2300-B5-5F17;Economic Crisis: A Brief history of time,1,16/17,2300
2300-F17;EU political economy,0,16/17,2300
2300-F17;Dansk udenrigspolitik efter den kolde krig - teori og empiri,0,16/17,2300
2300-F17;Partier i forandring.,0,16/17,2300
2300-F17;Skriftlig og digital formidling,0,16/17,2300
2300-F17;Street level implementering: Klassiske og nye studier af markarbejderadfÃ¦rd.,0,16/17,2300
2300-F17;Videnspolitik - internationale og komparative elementer,0,16/17,2300
2300-F17;VideregÃ¥ende kvalitative analyser med NVivo,0,16/17,2300
2300-F17;I Slotsholmens maskinrum: Ã˜konomiske perspektiver pÃ¥ policy-design i den danske velfÃ¦rdsstat.,0,16/17,2300
2300-F17;Projektledelse i organisationer,0,16/17,2300
2300-F17;Contemporary Political Theory,0,16/17,2300
"2300-F17;Approaches to International Conflicts: International Relations, Diplomacy and Conflict Studies.",0,16/17,2300
"2300-F17;From Theory to Methods Workshop: International Relations, Diplomacy and Conflict Studies",1,16/17,2300
2300-F17;African politics,0,16/17,2300
2300-F17;Behavioural public policy med fokus pÃ¥ evidensbaserede tidlige indsatser.,0,16/17,2300
2300-F17;Climate change adaption - building resilience in cities.,0,16/17,2300
2300-F17;Comparative climate policy and politics.,1,16/17,2300
2300-F17;Comparative Public Policy.,0,16/17,2300
2300-F17;Diplomati i frontlinjen,0,16/17,2300
2300-F17;Ethnic conflict.,0,16/17,2300
"2300-F17;Finanspolitik og offentlig Ã¸konomi med fokus pÃ¥ statens, regionernes og kommunernes muligheder",0,16/17,2300
2300-F17;Globalization and the European Union.,1,16/17,2300
2300-F17;Glocal Envioronmental Governance,0,16/17,2300
"2300-F17;Greenland at the Crossroads: Climate change, Asian interests in the Arcitc and developments in Greenland.",0,16/17,2300
2300-F17;Politisk deltagelse og mobilisering.,0,16/17,2300
2300-F17;Qualitative Interviewing.,0,16/17,2300
2300-F17;Jean Monnet: The European Union as an International Actor.,1,16/17,2300
2300-F17;Multipolar Trading Disorder.,1,16/17,2300
2300-F17;The politics of global finance,0,16/17,2300
2300-F17;New Threats in the Arctic: Climate change and security risk management of increasing maritime activity in the Arctic.,0,16/17,2300
2300-F17;The UN Security Council: Political dynamics and diplomatic practice.,0,16/17,2300
2300-F17;Regional Security in Southeast Asia and ASEAN.,0,16/17,2300
"2300-F17;Det finansielle system - Funktion, krise og regulering",0,16/17,2300
2300-F17;Interesseorganisationer og deres vej til indflydelse.,0,16/17,2300
2300-F17;Offentlig styring efter NPM,0,16/17,2300
2300-F17;An American Perspective on Political Campaigns,0,16/17,2300
2300-F17;The Logics of Inquiry (in IR and IPE): Strengthen your research designs and use of theory.,1,16/17,2300
2300-F17;Democratic Challenges.,0,16/17,2300
"2300-F17;Authority, Sovereignty, Power",0,16/17,2300
2300-F17;Theories and Issues in International Political Economy,0,16/17,2300
"2300-F17;Ethnic Conflict, Peace Building and Democratization",0,16/17,2300
2300-F17;Analysis of Panel Data.,0,16/17,2300
2300-F17;African politics,0,16/17,2300
2300-F17;Behavioural public policy med fokus pÃ¥ evidensbaserede tidlige indsatser.,0,16/17,2300
2300-F17;Climate change adaption - building resilience in cities.,0,16/17,2300
2300-F17;Comparative climate policy and politics.,1,16/17,2300
2300-F17;Comparative Public Policy.,0,16/17,2300
2300-F17;Diplomati i frontlinjen,0,16/17,2300
2300-F17;Ethnic conflict.,0,16/17,2300
"2300-F17;Finanspolitik og offentlig Ã¸konomi med fokus pÃ¥ statens, regionernes og kommunernes muligheder",0,16/17,2300
2300-F17;Globalization and the European Union.,1,16/17,2300
2300-F17;Glocal Envioronmental Governance,0,16/17,2300
"2300-F17;Greenland at the Crossroads: Climate change, Asian interests in the Arcitc and developments in Greenland.",0,16/17,2300
2300-F17;Politisk deltagelse og mobilisering.,0,16/17,2300
2300-F17;Qualitative Interviewing.,0,16/17,2300
2300-F17;Jean Monnet: The European Union as an International Actor.,0,16/17,2300
2300-F17;Multipolar Trading Disorder.,1,16/17,2300
2300-F17;New Threats in the Arctic: Climate change and security risk management of increasing maritime activity in the Arctic.,0,16/17,2300
2300-F17;The politics of global finance,0,16/17,2300
2300-F17;The UN Security Council: Political dynamics and diplomatic practice.,0,16/17,2300
2300-F17;Regional Security in Southeast Asia and ASEAN.,0,16/17,2300
"2300-F17;Det finansielle system - Funktion, krise og regulering",0,16/17,2300
2300-F17;Interesseorganisationer og deres vej til indflydelse.,0,16/17,2300
2300-F17;Offentlig styring efter NPM,0,16/17,2300
2300-F17;The Logics of Inquiry (in IR and IPE): Strengthen your research designs and use of theory.,1,16/17,2300
2300-F17;An American Perspective on Political Campaigns,0,16/17,2300
2300-F17;Democratic Challenges.,0,16/17,2300
"2300-F17;Authority, Sovereignty, Power",0,16/17,2300
2300-F17;Theories and Issues in International Political Economy,0,16/17,2300
"2300-F17;Ethnic Conflict, Peace Building and Democratization",0,16/17,2300
2300-F17;Analysis of Panel Data.,0,16/17,2300
2300-F17;Holdets Time,0,16/17,2300
2300-F17;Thesis seminar,0,16/17,2300
2300-E16;Human Rights and NGOs in Africa,1,16/17,2300
2300-E16;Critical Development Planning and Policy Analysis: Focus on Africa,1,16/17,2300
2300-E16;Helping Africa?,1,16/17,2300
2300-E16;Specialization in EU,1,16/17,2300
2300-E16;Specialisering i Politisk adfÃ¦rd og videregÃ¥ende kvantitativ metode,1,16/17,2300
2300-E16;Specialisering i Organisation og Ledelse,1,16/17,2300
2300-E16;International Courts and Tribunals and the Politics of Dispute Settlement: An Introduction,0,16/17,2300
2300-E16;Organisationsstudier i et sociologisk institutionelt perspektiv,0,16/17,2300
2300-E16;Specialeseminar,0,16/17,2300
2300-E16;Den offentlige sektors psykologi,0,16/17,2300
2300-E16;Projektledelse i organisationer,0,16/17,2300
2300-E16;Evaluering af projekter og innovation,0,16/17,2300
2300-E16;Videnspolitik - og viden i politik,0,16/17,2300
2300-E16;Organisationsstudier i et sociologisk institutionelt perspektiv,0,16/17,2300
2300-E16;European Union as Global Actor,1,16/17,2300
2300-E16;Popular Political Culture,0,16/17,2300
2300-E16;Det europÃ¦iske udenrigspolitiske samarbejde og EU som international aktÃ¸r,0,16/17,2300
"2300-E16;Diskursanalyse, Konflikter og International politisk teori",0,16/17,2300
2300-E16;IR and Social Media: Theory and Cases,0,16/17,2300
"2300-E16;Peace-building and Human Rights - Policies, Institutions, Approaches and Politics",0,16/17,2300
2300-E16;VideregÃ¥ende kvalitative analyser med NVivo,0,16/17,2300
2300-E16;Diplomati i forandring,0,16/17,2300
2300-E16;Indvandring og politisk adfÃ¦rd,0,16/17,2300
2300-E16;Civil War and Peace Processes in Comparative Perspective,0,16/17,2300
2300-E16;State Fragility and Collapse,0,16/17,2300
2300-E16;Parties in Government,0,16/17,2300
2300-E16;Ministerial careers,0,16/17,2300
2300-E16;The Politics of citizenship in a Transnational Age.,0,16/17,2300
2300-E16;Righting wrongs or wronging rights? Human rights and its discontents.,0,16/17,2300
2300-E16;Social Media and the Politics of the Digital Age.,0,16/17,2300
2300-E16;Tal der tÃ¦ller - indikatorer og statistik som politiske fÃ¦nomener,0,16/17,2300
2300-E16;EU social policies and the welfare states.,0,16/17,2300
2300-E16;MellemÃ¸sten og den aktuelle verdensorden.,0,16/17,2300
2300-E16;The Political Economy of European Integration.,0,16/17,2300
2300-E16;Jean Monnet: The Politics of the European Union.,0,16/17,2300
"2300-E16;Technology, Bureaucracy and Legitimacy in Future Battlefields.",1,16/17,2300
2300-E16;The Politics of Cyber Security.,0,16/17,2300
2300-E16;Domestic political challenges and the development in Chinese foreign and security.,0,16/17,2300
2300-E16;Sex and money: gender in the global political economy.,0,16/17,2300
2300-E16;Sociological Approaches in International Relations.,0,16/17,2300
2300-E16;Political Islam.,0,16/17,2300
